14:40:43,-6.73267,107.37398,-6.7267,107.37398,0,0,0,0
14:41:13,-6.73267,107.37398,-6.7267,107.37398,0,0,0,0
time,lat ship,long ship,lat trencher,long trencher,compass,pitch,roll,burial angle
14:41:39,-6.73267,107.37398,-6.7267,107.37398,0,0,0,0
time,lat ship,long ship,lat trencher,long trencher,compass,pitch,roll,burial angle
14:42:23,-6.73267,107.37398,-6.7267,107.37398,0,0,0,0
